model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
text-curie-001,6700000000,True,The wind was so strong it blew out three fuses.,J,-11.78167379,2, fuses,11.78167379, fuses
text-curie-001,6700000000,True,The wind was so strong it blew out three streetlights.,S,-5.60507536,2, streetlights,5.60507536, streetlights
text-curie-001,6700000000,True,The woman in the grocery store was handing out free samples.,E,-0.20490327,1, samples,0.20490327, samples
text-curie-001,6700000000,True,The woman who has her husband eating out of her hand must save a lot of dishwashing.,J,-13.34548065,2, dishwashing,13.34548065, dishwashing
text-curie-001,6700000000,True,The woman who has her husband eating out of her hand must save a lot of heartbreak.,S,-18.9580193,2, heartbreak,18.9580193, heartbreak
text-curie-001,6700000000,True,There were over a hundred trees in the apple orchard.,E,-0.00064425953,2, orchard,0.00064425953, orchard
text-curie-001,6700000000,True,They planned to dig a tunnel in order to escape.,E,-1.1453248,1, escape,1.1453248, escape
text-curie-001,6700000000,True,They redecorated the bar with new drunks.,J,-14.4302366,2, drunks,14.4302366, drunks
text-curie-001,6700000000,True,They redecorated the bar with new wood.,S,-4.4545918,1, wood,4.4545918, wood
text-curie-001,6700000000,True,They went to Las Vegas and got married in one of those quickie wedding chapels.,E,-0.02332919778,2, chapels,0.02332919778, chapels
text-curie-001,6700000000,True,This fall two things are turning yellow: trees and bushes.,S,-13.17381,1, bushes,13.17381, bushes
text-curie-001,6700000000,True,This fall two things are turning yellow: trees and investors.,J,-15.77789,1, investors,15.77789, investors
text-curie-001,6700000000,True,"This house comes with a lot of extras, mostly termites.",J,-15.261118727,2, termites,15.261118727, termites
text-curie-001,6700000000,True,"This house comes with a lot of extras, mostly upgrades.",S,-6.837479,1, upgrades,6.837479, upgrades
text-curie-001,6700000000,True,"This new computer works so quickly, it comes complete with games.",S,-10.784132,1, games,10.784132, games
text-curie-001,6700000000,True,"This new computer works so quickly, it comes complete with ulcers.",J,-23.710144300000003,2, ulcers,23.710144300000003, ulcers
text-curie-001,6700000000,True,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",J,-16.666857,1, dollars,16.666857, dollars
text-curie-001,6700000000,True,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",S,-4.747441,1, Vienna,4.747441, Vienna
text-curie-001,6700000000,True,Three people were killed in a major highway accident.,E,-1.2794381,1, accident,1.2794381, accident
text-curie-001,6700000000,True,Tim threw a rock and broke the window.,E,-0.067478925,1, window,0.067478925, window
text-curie-001,6700000000,True,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",S,-6.849093,1, animals,6.849093, animals
text-curie-001,6700000000,True,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",J,-19.447414,1, taxpayers,19.447414, taxpayers
text-curie-001,6700000000,True,"To get something done, a committee should consist of no more than three people, two of whom are dead.",J,-11.724278,1, dead,11.724278, dead
text-curie-001,6700000000,True,"To get something done, a committee should consist of no more than three people, two of whom are workers.",S,-9.609658,1, workers,9.609658, workers
text-curie-001,6700000000,True,To keep the dogs out of the yard he put up a fence.,E,-0.3067259,1, fence,0.3067259, fence
text-curie-001,6700000000,True,To pay for the car Al simply wrote a check.,E,-0.016788341,1, check,0.016788341, check
text-curie-001,6700000000,True,Too many girls believe that the chief foundation for true love is a large fortune.,S,-5.6622305,1, fortune,5.6622305, fortune
text-curie-001,6700000000,True,Too many girls believe that the chief foundation for true love is a large stone.,J,-11.237965,1, stone,11.237965, stone
text-curie-001,6700000000,True,Two things are essential for success: wealth and fame.,S,-5.7301884,1, fame,5.7301884, fame
text-curie-001,6700000000,True,Two things are essential for success: wealth and money.,J,-11.85724,1, money,11.85724, money
text-curie-001,6700000000,True,We finally got a decent picture on the TV after an hour of adjusting the antenna.,E,-2.4564824,1, antenna,2.4564824, antenna
text-curie-001,6700000000,True,We live in a lovely suburb; it's just two miles beyond our income.,J,-16.440954,1, income,16.440954, income
text-curie-001,6700000000,True,We live in a lovely suburb; it's just two miles beyond our town.,S,-3.7405448,1, town,3.7405448, town
text-curie-001,6700000000,True,"We used to have food on the table as soon as the customer was seated, but our new system requires more effort.",S,-9.212852,1, effort,9.212852, effort
text-curie-001,6700000000,True,"We used to have food on the table as soon as the customer was seated, but our new system requires more plates.",J,-14.900109,1, plates,14.900109, plates
text-curie-001,6700000000,True,"When an irresistible force meets an immovable object, you get two very angry entities.",S,-7.9138627,1, entities,7.9138627, entities
text-curie-001,6700000000,True,"When an irresistible force meets an immovable object, you get two very angry women.",J,-9.591371,1, women,9.591371, women
text-curie-001,6700000000,True,"When he stepped into the elevator, he knew Jennifer had just been there by the smell of her perfume.",E,-0.10257594,1, perfume,0.10257594, perfume
text-curie-001,6700000000,True,"When I asked how long I should cook the noodles, he said at least ten inches.",J,-17.510353,1, inches,17.510353, inches
text-curie-001,6700000000,True,"When I asked how long I should cook the noodles, he said at least ten seconds.",S,-11.238038,1, seconds,11.238038, seconds
text-curie-001,6700000000,True,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",S,-5.076328619,3, daiquiri,5.076328619, daiquiri
text-curie-001,6700000000,True,"When I asked the bartender for something cold and full of rum, he recommended his wife.",J,-10.953245,1, wife,10.953245, wife
text-curie-001,6700000000,True,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",J,-6.2524537,2, dressmaker,6.2524537, dressmaker
text-curie-001,6700000000,True,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",S,-8.504777,1, mistress,8.504777, mistress
text-curie-001,6700000000,True,"When it comes to keeping warm, nothing beats a thermal brunette.",J,-17.98532113,2, brunette,17.98532113, brunette
text-curie-001,6700000000,True,"When it comes to keeping warm, nothing beats a thermal parka.",S,-9.76067917,2, parka,9.76067917, parka
text-curie-001,6700000000,True,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",S,-10.188042,1, fingers,10.188042, fingers
text-curie-001,6700000000,True,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",J,-17.90562,1, leg,17.90562, leg
text-curie-001,6700000000,True,"When reviewing your notes for a test, the most important ones will be capitalized.",S,-11.940141414,2, capitalized,11.940141414, capitalized
text-curie-001,6700000000,True,"When reviewing your notes for a test, the most important ones will be illegible.",J,-13.5703546542,2, illegible,13.5703546542, illegible
text-curie-001,6700000000,True,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",S,-11.242863,1, crate,11.242863, crate
text-curie-001,6700000000,True,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",J,-12.837033,1, register,12.837033, register
text-curie-001,6700000000,True,When they were in London they visited Buckingham Palace.,E,-0.014813434,1, Palace,0.014813434, Palace
text-curie-001,6700000000,True,"When we got divorced, my wife and I split the house; she got the inside.",J,-9.604219,1, inside,9.604219, inside
text-curie-001,6700000000,True,"When we got divorced, my wife and I split the house; she got the kitchen.",S,-6.0312624,1, kitchen,6.0312624, kitchen
text-curie-001,6700000000,True,"When we watch a sexy movie, my wife leans over and breathes on my collar.",S,-11.923539,1, collar,11.923539, collar
text-curie-001,6700000000,True,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",J,-15.937323,1, glasses,15.937323, glasses
text-curie-001,6700000000,True,"When you go to bed, turn off the lights.",E,-0.64040613,1, lights,0.64040613, lights
text-curie-001,6700000000,True,"When you own an ice cream business, your favorite flavor is aspirin.",J,-19.620415,1, aspirin,19.620415, aspirin
text-curie-001,6700000000,True,"When you own an ice cream business, your favorite flavor is everything.",S,-11.452877,1, everything,11.452877, everything
text-curie-001,6700000000,True,"Where I'm from, the two most common elements are hydrogen and nitrogen.",S,-3.5197077,1, nitrogen,3.5197077, nitrogen
text-curie-001,6700000000,True,"Where I'm from, the two most common elements are hydrogen and stupidity.",J,-13.973781,1, stupidity,13.973781, stupidity
text-curie-001,6700000000,True,"Women don't dress to please men; if they did, they'd dress a lot faster.",J,-15.274702,1, faster,15.274702, faster
text-curie-001,6700000000,True,"Women don't dress to please men; if they did, they'd dress a lot scantier.",S,-17.58418,2, scantier,17.58418, scantier
text-curie-001,6700000000,True,Women were not allowed to vote until when Congress passed the nineteenth amendment to the constitution.,E,-6.400874,1, constitution,6.400874, constitution
text-curie-001,6700000000,True,Yesterday they canoed down the river.,E,-0.924782,1, river,0.924782, river
text-curie-001,6700000000,True,You can keep your kids out of hot water with dishes.,J,-12.865921,1, dishes,12.865921, dishes
text-curie-001,6700000000,True,You can keep your kids out of hot water with rules.,S,-11.395884,1, rules,11.395884, rules
text-curie-001,6700000000,True,You could tell he had grown up in the South by his accent.,E,-0.42712238,1, accent,0.42712238, accent
text-davinci-002,175000000000,True,A committee keeps minutes and takes hours.,J,-7.4988537,1, hours,7.4988537, hours
text-davinci-002,175000000000,True,A committee keeps minutes and takes votes.,S,-2.7719347,1, votes,2.7719347, votes
text-davinci-002,175000000000,True,A device for finding furniture in the dark is a candle.,S,-9.741494,1, candle,9.741494, candle
text-davinci-002,175000000000,True,A device for finding furniture in the dark is a shin.,J,-15.305808,1, shin,15.305808, shin
text-davinci-002,175000000000,True,A good source of vitamin A is orange vegetables like carrots.,E,-0.02403805,1, carrots,0.02403805, carrots
text-davinci-002,175000000000,True,A good way to blow your mind is to smoke gunpowder.,J,-14.670292,2, gunpowder,14.670292, gunpowder
text-davinci-002,175000000000,True,A good way to blow your mind is to smoke heroin.,S,-11.044492,1, heroin,11.044492, heroin
text-davinci-002,175000000000,True,A man who has lost ninety percent of his brain is called a widower.,J,-12.83395055,2, widower,12.83395055, widower
text-davinci-002,175000000000,True,A man who has lost ninety percent of his brain is called a zombie.,S,-5.1578217,1, zombie,5.1578217, zombie
text-davinci-002,175000000000,True,A problem drinker is one who never buys.,J,-4.88678,1, buys,4.88678, buys
text-davinci-002,175000000000,True,A problem drinker is one who never quits.,S,-7.923658131000001,2, quits,7.923658131000001, quits
